4 16666 66664
1 20 329.03292179588914 239.29892786482844
2 20 289.62416931253654 260.1321979884215
3 20 273.8001284408127 224.71139206816088
0 21 273.01375966754495 293.42232595085756
1 21 289.82823603566834 317.32754281516065
2 21 322.73611946574266 314.8388857140555
3 21 306.33799315789815 289.2561322805767
0 22 300.72286248466537 315.47026817946903
1 22 304.40302717082164 312.1557857980034
2 22 302.1218836688597 297.8909539502283
3 22 295.3671438061118 319.7711056237451
0 23 307.4012016939944 320.76964791630263
1 23 273.2312064297078 286.73836606832737
2 23 273.7726058056493 322.57547382723646
3 23 330.8563888767984 308.6599119244243
0 24 315.9045332872272 291.42543701293295
1 24 283.15164476703944 263.2308067494297
2 24 269.5448206004445 308.05148014585563
3 24 320.5463779829809 277.33219144101747
0 25 251.80493212162708 219.67680893571816
1 25 314.5998328440215 307.4236535016393
2 25 366.010200337916 292.6422046041968
3 25 281.341057818527 226.52646567301372
0 26 296.76272521022764 297.19886181008275
1 26 302.3280473801217 303.2141095358884
2 26 304.9342143117163 298.6942941100324
3 26 297.1771354899186 298.41150349573644
0 27 308.3625204256688 262.20815698570556
1 27 305.7166890675949 267.0362040166555
2 27 293.92195276216006 288.1941354938334
3 27 295.34100260641253 256.00112461842224
0 28 293.27050112882193 288.0079471228723
1 28 307.37632040536994 304.4240085971279
2 28 311.93145110641296 294.58745959019905
3 28 291.701834147088 291.2583041610076
0 29 306.676411669445 282.9016040615339
1 29 256.9500740012868 245.7613282711795
2 29 262.24138108248985 330.8263932648183
3 29 346.22627270798057 249.42003605379227
0 30 318.7185086840658 245.55722755779368
1 30 318.6472554370931 251.6506457596687
2 30 289.9719495444076 272.3867749716592
3 30 283.53323022042247 240.89017850798732
0 31 309.8000959364653 247.07356438223047
1 31 332.333838488448 275.9528005905549
2 31 310.1739971547936 264.8212913396816
3 31 268.763449037536 256.20793247095935
0 32 296.67677945457655 343.1889350692703
1 32 289.44392053334275 321.166600230407
2 32 296.3489171280799 313.4358518150721
3 32 311.4189253648667 341.34915843481525
0 33 309.9184725800763 206.49134084509535
1 33 344.0993632099988 251.6476371705366
2 33 316.96491901386696 250.02058397268715
3 33 257.87969824013845 211.18025487323212
0 34 329.08660348212993 272.3958874341981
1 34 282.0118976453199 228.31773882518615
2 34 249.48680136113725 301.37573912859875
3 34 324.1482710393089 247.20302767510955
0 35 274.8976236542877 306.64565682134554
1 35 301.0062492545803 330.6483489752397
2 35 325.7729925222652 306.35045653167197
3 35 296.00047460406984 309.153805332604
0 36 293.93117966399245 225.05951908941404
1 36 345.7616566701864 287.9384569657519
2 36 336.4962620035783 256.11794726131126
3 36 255.57962268043957 242.92340477266032
0 37 325.75270100553655 308.5613294009021
1 37 272.75746136188206 257.2070386612842
2 37 249.8517483118374 316.34832396495176
3 37 334.9909206027095 291.97977958533824
0 38 302.55739781042314 343.7416024082432
1 38 301.72998492556536 324.067021478339
2 38 298.80121617320634 302.1436252224211
3 38 298.3443384321282 348.427660083667
0 39 315.93404750360736 258.3160339847716
1 39 297.9297731031286 247.22999717297134
2 39 278.86707982557056 291.23244430980293
3 39 304.57066782606836 242.5296843883461
0 40 319.83312264749713 311.4841769039065
1 40 279.1531506975344 271.2271260985551
2 40 262.93757500803935 313.11135867116286
3 40 326.4480883278196 299.9702845362656
0 41 321.8710234458506 276.4489343880584
1 41 273.8004528008173 234.10788041437127
2 41 253.29509873386732 311.06901800652787
3 41 331.64322938410396 248.57816478622135
0 42 273.031519544147 221.0529859488495
1 42 340.613546771207 304.25701763384177
2 42 356.40460881116314 265.67072073299977
3 42 259.90832788887985 240.40993095093006
0 43 252.72940072524779 226.7126362896447
1 43 307.54050024217315 306.30595201426354
2 43 360.64005597666556 299.0830349900074
3 43 287.53407811635634 229.18742861112588
0 44 329.86945537575735 256.770791228644
1 44 268.96703060613197 196.00555557157418
2 44 235.74347055892787 307.62119590829826
3 44 338.4542404911372 209.85433651983493
0 45 304.64951944815766 201.6795794563611
1 45 351.92675378831655 261.5592096244419
2 45 328.44845587152304 244.82336867414438
3 45 250.2499608455342 214.09992264882607
0 46 309.68115706733215 299.2681557893596
1 46 278.560061103877 272.93373540708524
2 46 274.1982686570272 314.7808067072505
3 46 324.4973688586957 285.3319199258158
0 47 318.97092026100216 281.8924753091455
1 47 272.5095107094048 241.96961766807948
2 47 256.6741914789266 314.08087236153625
3 47 332.53941894231406 256.29568920437686
0 48 330.7918819413319 298.48993052634063
1 48 273.5916726186683 243.36927680073111
2 48 242.59005369838076 312.40389726624215
3 48 334.68784007170666 278.4666436614822
0 49 305.192858045317 295.5726986499445
1 49 286.92629689985074 281.63863638340194
2 49 285.39613240654757 308.6942676394144
3 49 314.54981022389666 286.4005517124829
0 50 276.2043563175966 255.79912982647127
1 50 258.6766664629506 264.26983251325987
2 50 305.35806825138746 335.2523536635245
3 50 335.8490927122432 220.55267719509294
0 51 334.2945105219356 236.15260492002506
1 51 316.1754948233168 218.95479939180686
2 51 267.11870101338064 267.28304882839166
3 51 288.46681623447205 219.37956128531818
0 52 308.74265506375474 272.5076805653291
1 52 286.45215230537104 258.7325843932073
2 52 280.2480819783545 304.78914405945096
3 52 315.3684525198083 255.45188641474857
0 53 278.6305658332476 200.72948206775538
1 53 353.97863241828554 293.5369573643264
2 53 359.33696280770226 250.63756256274482
3 53 248.21228358178473 224.79857661348916
0 54 283.5752772040435 288.491741347739
1 54 309.43479307288453 316.38861757852345
2 54 323.16119432575397 295.6594249541337
3 54 288.7423913149216 293.9389591051235
0 55 281.9478833125268 327.65145583015743
1 55 286.793690339347 325.8876991821738
2 55 309.44215683926143 317.81306244148726
3 55 311.4013795185466 323.542306650631
0 56 324.0548188704115 232.24116437107725
1 56 328.12061948088177 241.680229339214
2 56 289.5677855553576 261.3705994379554
3 56 274.6349579818423 228.37365963811305
0 57 281.990221553806 347.6733094224579
1 57 294.52357085756506 340.382171982058
2 57 312.6153779698107 312.72956448539276
3 57 303.7156034857095 347.21787574835594
0 58 317.9442834879321 245.35153770754738
1 58 318.2808128937818 252.07497784838378
2 58 290.6367116809744 272.89686362793776
3 58 283.8227625401201 240.5001609686253
0 59 318.2077373484396 270.1553423417797
1 59 289.59840027322 247.5543037004017
2 59 270.30063626515954 298.8341700812932
3 59 313.7679669668317 252.3819380549674
0 60 276.6396407587356 277.35754045510134
1 60 269.9146032833331 288.99332816628197
2 60 309.1265686650988 328.8122868933373
3 60 325.70167779343797 257.84193541484694
0 61 339.64259763653683 260.1917352364137
1 61 292.12828652040446 211.36533374045132
2 61 241.58758711209785 287.393778815568
3 61 315.1074768228374 233.96672748813796
0 62 290.4414886860487 309.0435405746016
1 62 298.67958556977106 314.6381377854329
2 62 308.91542614574735 304.51575393098875
3 62 300.1420211378646 309.88461464380833
0 63 301.59587959449266 347.4799065979748
1 63 293.88047591796635 321.58131301405746
2 63 294.6155258781048 309.01942207047284
3 63 307.241661987984 348.2522861920061
0 64 275.4876150924486 298.5973348508265
1 64 269.0580781524728 304.53546238144446
2 64 308.33041359496804 332.03334613971066
3 64 326.8884079827027 283.25517997508456
0 65 296.7130036789349 342.0536207097294
1 65 304.8965136926584 330.738477367205
2 65 306.00097231444613 300.8269493450413
3 65 294.14104557869973 347.9158348940546
0 66 306.1494452040507 333.5922799341376
1 66 302.4530561373571 315.9266913085718
2 66 295.8151728917279 299.84219279043145
3 66 298.0104748017454 338.3417853925976
0 67 280.6849514086908 312.0413660863855
1 67 269.16942345133174 307.3409037473168
2 67 301.58370317575884 331.78660087672847
3 67 328.51619848949593 298.08690118214037
0 68 273.962282734729 217.1016697615067
1 68 346.67522982967324 305.06063652123254
2 68 359.11909639839354 260.09332119391956
3 68 254.70038904471727 239.97713598303508
0 69 324.390052233444 230.03747719309072
1 69 330.42658989939565 241.46871145515266
2 69 290.730624454027 259.17128395370656
3 69 272.34438092231505 227.1436209798355
0 70 285.61940486556665 331.42444812776586
1 70 300.1065049447266 332.770026752641
2 70 313.45394266680125 306.3960866716263
3 70 298.14253385745707 334.06806983631617
0 71 291.67821048826414 245.71594709951387
1 71 330.7692874771194 293.9098156044207
2 71 329.1427401679604 271.32864553428504
3 71 269.28612127089906 257.4118153101822
0 72 324.03491080565783 310.7631358063077
1 72 275.8477422271619 263.4169752971003
2 72 254.92514381197932 314.59570050065133
3 72 331.13488792773745 296.79665364069024
0 73 299.09204196808616 192.46050445820293
1 73 355.2235505569514 263.5400225554104
2 73 337.0717324303208 242.5891284517646
3 73 247.09245675146963 206.8890719834119
0 74 334.3106071004235 244.41968004748657
1 74 318.8856882559432 230.86866560900057
2 74 270.35365757435517 266.614851788731
3 74 285.330142271783 235.02862154459365
0 75 299.61103930666974 309.25319343563615
1 75 280.98074844462604 292.93738497246125
2 75 287.88569491742055 316.75397895857674
3 75 320.17781546442404 299.83804541004884
0 76 298.11595373731507 317.94148709096834
1 76 292.3672077781235 307.8629122291255
2 76 296.971160871748 308.5649575732853
3 76 307.9361768859244 315.9641654179591
0 77 289.5514670576599 250.3908244127524
1 77 321.89569742745516 292.7408185680939
2 77 325.8916746750932 279.5583383068733
3 77 277.5055440810542 257.20485089216567
0 78 329.1839388440828 230.99812496958913
1 78 323.23016550221945 228.36566049198285
2 78 279.11987875273786 263.09034871505844
3 78 280.3925352782394 219.9759793358285
0 79 304.4587305082179 320.16496562992415
1 79 303.7362137499982 310.81506173314534
2 79 298.0462576974337 297.9399264439685
3 79 296.4820804580235 324.50738805022803
0 80 290.56391883346447 354.3310213126672
1 80 298.4019290746245 337.82950754905494
2 80 307.14206278182843 308.20131061131417
3 80 300.65156635186645 356.3616606079332
0 81 303.03565224621775 310.0237565641262
1 81 276.84779563480754 286.82038119552857
2 81 281.1664072959661 319.40297092988675
3 81 325.35674702374433 298.18144576843724
0 82 288.6344097226861 261.6093440965169
1 82 302.3471895001735 286.9121816435624
2 82 314.6714444097352 296.84337162014003
3 82 296.17074855221693 257.2817519470582
0 83 271.201163092877 245.8239327647868
1 83 308.0998536784162 299.54393076013935
2 83 338.43138292473606 295.44076069332806
3 83 288.8210057681896 246.5306315210848
0 84 306.40548497630647 281.63857498959237
1 84 247.43520825886793 237.05556996224175
2 84 255.8699213437467 338.3812397431842
3 84 356.15026765316605 240.82974543972864
0 85 292.5683107643421 264.151237944037
1 85 309.0076177416002 289.5068954694018
2 85 314.2588345924177 290.65216505328436
3 85 290.12960930873027 264.25210108199695
0 86 296.3016513894621 193.0095823360608
1 86 354.54249646076704 266.8718372113891
2 86 339.8867437510126 244.0137172443096
3 86 247.648651170486 208.26352830067313
0 87 334.79205647249216 300.4298267990669
1 87 280.13282572240144 246.20290001717234
2 87 243.2903495392282 306.1431343488341
3 87 328.07715649696735 284.87010071186126
0 88 273.09806598916686 311.01783378525147
1 88 280.6576518431705 321.98806276046287
2 88 316.15140184300606 323.82932552053325
3 88 315.53852283511867 303.32048410661184
0 89 298.37589497126845 320.66061691438574
1 89 269.77272833655167 293.95033567168906
2 89 281.7680632286259 327.75312906306084
3 89 332.5326565343674 307.1518402956488
0 90 312.66610326190244 249.70478090531117
1 90 320.8197280042846 264.69200067369536
2 90 298.98963607021534 273.2580081212722
3 90 280.55456632032764 250.00905910944755
0 91 254.225982147858 238.20582344966135
1 91 299.5097838940006 307.1483633800248
2 91 353.6897988053057 306.6414509726529
3 91 294.7520306661632 236.450401660357
0 92 273.77897637597164 309.9987695370375
1 92 295.4043436392856 330.0431435416381
2 92 323.53359306669245 311.4140949216605
3 92 301.30052585277815 309.7515645243878
0 93 304.77184093155194 321.9584356255428
1 93 298.24188536412476 307.7053195818755
2 93 294.10714635911586 302.48058169482186
3 93 302.56135148888075 323.4612270117857
0 94 309.7514617694655 208.34249478319333
1 94 345.9625243661585 255.38763531473208
2 94 318.52023228682754 248.86581921286222
3 94 256.05781450844995 215.71893404831226
0 95 319.53915269593375 311.7556439729147
1 95 278.72195731173946 271.4135362752438
2 95 262.9742173436381 313.5914203538768
3 95 326.8893882671139 300.0788352746809
0 96 315.3034139239057 257.8004377775836
1 96 256.73892651070474 207.2841167547282
2 96 249.1959192457916 322.6444985064231
3 96 347.7808382503106 206.10632381597884
0 97 275.09103241820833 296.5086575128242
1 97 302.1593349611636 325.23283578585676
2 97 327.06337522418653 304.51113891795336
3 97 294.89493593831264 299.16816035832164
0 98 301.16580121870254 232.94270117853807
1 98 339.63054722236336 280.73962073091286
2 98 324.5047758986441 259.8312288858902
3 98 261.430937340181 246.00070343842884
0 99 265.0373437395677 216.16001903234206
1 99 333.5731001156142 304.2215045645942
2 99 361.6128759896191 272.8801594289324
3 99 265.71918915688724 232.0868070799829
0 100 327.9363376557661 272.1486007213567
1 100 279.643421783641 227.25879262330682
2 100 249.10197721954148 303.56772265812833
3 100 326.5066366010924 245.19742268386236
0 101 323.3610140198575 287.8394314357499
1 101 278.72281523467615 247.41092677889787
2 101 256.0856338990844 308.7209926342531
3 101 326.85631428696155 268.3335451959346
0 102 289.80617787805414 337.3405387309403
1 102 284.5537768559997 321.7063113451764
2 102 300.0077116563163 318.59084058756014
3 102 315.4380514907608 332.6399427517311
0 103 301.24930346506113 301.6587862518665
1 103 296.35217263661485 297.14412377454164
2 103 296.2728174593031 302.8044554881587
3 103 304.0075342098227 299.68061323818984
0 104 255.27706124931868 221.8816067476084
1 104 308.32805905169516 300.43025449184097
2 104 358.66905430468955 297.09933197759653
3 104 286.98435350893897 222.94672026807393
0 105 284.56814168176396 353.7483441843405
1 105 286.8345739440646 335.8765152797783
2 105 305.59145820370026 318.80362456695724
3 105 312.5708107339707 349.8075437785679
0 106 289.6579228907804 266.81532499676945
1 106 236.98077070834213 238.55571795359253
2 106 274.3819757776796 349.58685875730987
3 106 360.71740149777565 215.445280327918
0 107 295.9796716964522 313.42570127794005
1 107 291.419189958788 306.6529897908569
2 107 298.6145784132231 309.4505758931191
3 107 308.5398414231358 310.5271521250671
0 108 299.7080032809359 275.33133489159343
1 108 301.7627616951206 284.1819518449688
2 108 301.4857102848681 295.7308421230334
3 108 298.17107091808424 271.7620571404794
0 109 311.2541270530122 245.48421417634248
1 109 322.63269341585567 264.405604206163
2 109 301.76480442915727 271.70683019271775
3 109 278.6404141937631 246.14215515369673
0 110 340.638024167352 255.83337106325274
1 110 296.1546749069651 209.50293824873094
2 110 243.18245027930917 283.1523752928785
3 110 310.8955856422078 230.25210945236037
0 111 274.1504185905462 280.7942755854492
1 111 280.3661377496461 301.4488470916775
2 111 317.4111836659904 321.20716989832886
3 111 315.31420136410867 269.184698939547
0 112 305.22174424756565 315.4585091055151
1 112 280.70717709951793 290.8495952343685
2 112 281.44720547873555 316.2079444133103
3 112 321.82068065436255 306.57077270388135
0 113 297.179157636872 273.1800709809876
1 113 300.2997669214602 284.2775992519017
2 113 303.4263029819737 297.3838688129177
3 113 299.3113874442253 268.54125993188654
0 114 300.9329575503386 281.9083960865499
1 114 247.68808895091775 245.15885105283678
2 114 264.01352992551443 340.0614728275682
3 114 354.2463198324512 242.93434548422732
0 115 276.16972004980306 221.86729711576317
1 115 341.14160916451635 301.7708478083895
2 115 353.2493606992715 264.4644492659584
3 115 259.48044446910995 240.80412016483754
0 116 283.4655303903023 337.19335360628185
1 116 293.23806750155825 333.2891217962033
2 116 311.16032579783854 312.8175684935723
3 116 305.1248213351909 336.3885132647758
0 117 294.7057275578908 245.92590155570284
1 117 332.9626804109497 292.4621254060254
2 117 327.2112442680678 268.7446263203716
3 117 267.35355520189154 258.55276901009637
0 118 318.78906443594013 314.248897056322
1 118 272.0510290132161 268.9240409867265
2 118 258.75179164129094 319.7656709526587
3 118 334.49289215285245 299.4188772357764
0 119 326.1237056394304 231.3725428279878
1 119 325.20263544619587 235.03010014662914
2 119 284.6496698269216 262.7479835964584
3 119 277.927896640077 223.58084474312324
0 120 311.37749769045746 246.94775311995025
1 120 327.690893446579 270.0016379902642
2 120 305.190554646148 267.9268235317228
3 120 273.52863671050835 252.10172608129466
0 121 258.95161572010494 240.43889749097195
1 121 290.6719198189712 297.0356562622515
2 121 343.71036248696623 312.83837171154477
3 121 303.1137632815875 230.96341519611303
0 122 337.64678722349106 248.2196520277467
1 122 298.87502456581086 208.02370741186212
2 122 248.9980045323256 280.8419947100217
3 122 307.46977685014065 221.10316310486752
0 123 323.5753673660469 279.57253972360206
1 123 260.56751525804486 222.46125070420123
2 123 240.07658070670445 321.5411828287105
3 123 346.7189744316259 242.80440632197264
0 124 335.5019483533663 234.383559915013
1 124 316.4012930481676 215.51313702146876
2 124 265.4358023792973 266.3580324816734
3 124 288.4580855668326 216.26816437123995
0 125 274.92527346425214 278.6328357450914
1 125 297.2988909310176 310.67683483796367
2 125 325.9792276866048 306.80157943014683
3 125 299.39004232188256 276.8878511154629
0 126 303.4198133489225 317.2014555174991
1 126 300.6060874867958 307.855344420436
2 126 296.9676278668114 300.42945531204714
3 126 299.7869876359628 319.5328741830063
0 127 278.55590525033915 270.14307383881015
1 127 306.6828655762202 307.5672479378326
2 127 327.929697766794 297.2714114148808
3 127 290.93379090742343 272.4352333871395
0 128 281.0440138343144 209.13515895982155
1 128 356.7125400997262 299.2722699542669
2 128 357.7908730899064 249.08524820283
3 128 245.98472753754493 235.99435735544745
0 129 294.3016267706473 306.3292099887446
1 129 298.9409973692939 309.20795790167824
2 129 305.2157611572233 303.04337361045066
3 129 300.36210682143616 306.8793284559525
0 130 272.1282468064354 252.79468993961
1 130 270.3373477697936 275.7678107135198
2 130 316.7103772205798 326.8262111559143
3 130 323.9887083808947 226.84597292355787
0 131 295.12655118130067 267.6557982811741
1 131 237.14851746450003 231.29066970538864
2 131 266.37956088384374 347.5995426689034
3 131 362.35241092327516 214.7241517730274
0 132 274.25624919744115 316.33206899600634
1 132 279.0436588002289 322.7930992240619
2 132 313.6186163222765 325.27865180213587
3 132 317.5036118003855 308.06792298030433
0 133 309.7553645370765 294.41716124405286
1 133 280.0847566739999 270.3021681811873
2 133 275.0497482909229 312.82958288405007
3 133 322.71403206979164 280.09501558556786
0 134 273.4779977405659 302.8210719243015
1 134 298.95113152380236 328.5372087025771
2 134 326.3803100742348 308.0504087978423
3 134 297.8009665084676 304.17228951190793
0 135 274.00876107689413 196.52321325954398
1 135 345.68323337929985 288.91945640162095
2 135 359.92846292143565 257.89332321126307
3 135 255.1581146059649 214.66171987614462
0 136 275.8976687958971 287.3261606125274
1 136 272.09644246720563 298.46281851244976
2 136 310.4228739274881 328.2834720064924
3 136 323.69015807372756 271.6555915916818
0 137 252.59416392022962 227.30309090705043
1 137 315.04937301978794 312.3167630074475
2 137 364.4636013847409 292.9607387853251
3 137 281.1434922970427 235.50349148791395
0 138 268.76390238807033 244.4331679254597
1 138 285.3340910126026 284.4160805144024
2 138 329.1535494793808 314.6364979930344
3 138 309.396332333691 228.38221391157253
0 139 319.0215777871321 228.03533536860812
1 139 338.38979711072733 254.34226915700563
2 139 303.0283531702056 254.54380557272177
3 139 263.7787832161701 233.28605221803656
0 140 266.6204449037311 237.42887375590624
1 140 313.43466937510505 302.61216096176435
2 140 347.0880502191768 291.4310614645722
3 140 283.5785119410694 241.69925700360034
0 141 301.6224211331866 295.45488987146706
1 141 258.34223968530944 264.1581012165886
2 141 270.0808794767692 333.39038868261366
3 141 344.07600400322116 269.067691818687
0 142 338.3169070425077 266.89532830853557
1 142 289.30440490383205 217.59900029268954
2 142 241.90749978493156 291.36041591049633
3 142 317.93551602882116 242.53525198674743
0 143 297.6181749285834 291.0351832610829
1 143 302.6502928800143 298.41015023871637
2 143 304.29396960659045 297.5099239944004
3 143 296.96807171341067 291.4436021888603
0 144 325.9818207962639 305.7294510443767
1 144 270.53000138777577 252.7551772256997
2 144 247.3293134996521 317.67725384052477
3 144 337.46082322997563 286.8903779848618
0 145 304.82445464711526 235.4647546809227
1 145 337.9254652688085 277.10632805584044
2 145 319.3106835160823 260.39768843179917
3 145 263.1966884207305 246.90356098386042
0 146 295.6340981318535 293.8930527491348
1 146 277.2751005452314 284.04779138661297
2 146 290.172680648662 319.1517692819285
3 146 322.7782161089005 279.650100831521
0 147 283.5075541909435 225.85736302355684
1 147 293.6174231568464 256.69214180347774
2 147 316.8848161051901 300.653769896096
3 147 303.7187136261845 202.83229050884052
0 148 320.0098861829488 249.67866865916997
1 148 313.756002158564 249.12838722492737
2 148 285.0010409866647 276.331755805045
3 148 288.70801424488985 242.24542252757863
0 149 286.7552266458008 292.78373767000403
1 149 265.94164726989015 285.5576552337331
2 149 293.7890948157343 330.9815176929029
3 149 332.32351142446674 272.7900246663282
0 150 277.6462591886272 200.21443261790776
1 150 358.4980060443465 297.89618270695115
2 150 363.0821418640323 247.3278242557523
3 150 244.4578680137957 228.0496862030952
0 151 287.95912817452444 295.3469766613408
1 151 269.64479291066243 288.5318371541763
2 151 294.4548903392818 327.83691745607524
3 151 328.9705968544345 277.9812036182173
0 152 300.6192658528013 285.2617262868433
1 152 260.4032016526046 258.57437617585947
2 152 272.9251494162011 330.36945444114883
3 152 341.1049672288075 256.6007408400622
0 153 312.93849534876875 206.60537276803979
1 153 342.01275503225963 245.68669047663704
2 153 311.848699431167 250.71891490019155
3 153 260.1151262345465 207.93389030755745
0 154 338.1716258331933 260.94408401504467
1 154 300.3299071662068 223.20772650759073
2 154 251.27851463341568 281.96558052662226
3 154 305.741831829858 242.7874385421298
0 155 282.07162046082505 261.1237994029352
1 155 304.5280257033889 295.69920206631497
2 155 323.3670723124656 296.96570559203053
3 155 293.3099084548242 259.715109252708
0 156 308.9494544559031 240.65930223893776
1 156 334.81379825325143 273.87807090072005
2 156 312.6671926830014 262.26947008401413
3 156 266.3778282819759 250.08920536094396
0 157 331.84220881355145 227.1928312828458
1 157 321.90067227204577 218.9991662854003
2 157 274.12929702404415 262.506776225993
3 157 282.26019761296817 211.46775243690354
0 158 275.16488386362806 253.32521479605182
1 158 290.8029761547105 287.6325172278744
2 158 323.9047920839096 309.2490232563841
3 158 305.33819451755807 242.01479378812633
0 159 301.9762916469708 277.6708472194374
1 159 244.41835942387138 237.0442363918931
2 159 260.4175922322833 341.50724982164036
3 159 357.70504803627057 233.80090804506904
0 160 293.7758015772108 344.94431539386727
1 160 291.7580852643679 326.26483863525607
2 160 300.4923708833048 312.2860983586624
3 160 308.3989178712859 344.09136230247725
0 161 323.886378613886 278.37181583442606
1 161 286.58672148373097 245.2302510089703
2 161 261.01151267747593 300.6702643613058
3 161 318.14374089878567 260.6072930521222
0 162 301.5196248312293 294.3387910555481
1 162 284.18941787573766 282.78402974135867
2 162 287.8006693059914 311.83112221060975
3 162 316.7425683772177 283.6449832326244
0 163 291.82086402996765 203.8087242563954
1 163 358.7438637720732 284.7067919834461
2 163 347.4573112486907 243.57875621805712
3 163 243.9718380433662 227.68464967659577
0 164 275.7901915074806 274.6922023984385
1 164 296.24459225710825 306.3189588697028
2 164 324.7520730322726 307.01754000110157
3 164 300.46458530363145 271.5902324961353
0 165 264.7496919416351 226.59368620842207
1 165 327.73318956543994 307.6192282304232
2 165 357.8171985981343 279.04128820008617
3 165 270.86864675263655 239.9796794293158
0 166 319.1177852500338 271.8165860708862
1 166 288.98730377728424 247.37234791454472
2 166 268.7393775883389 299.2800032237858
3 166 314.59698941043246 254.08196665112658
0 167 295.02637137897733 280.50807207789944
1 167 244.06450398065851 249.2228824091887
2 167 270.12135732735754 344.7214482091458
3 167 356.0903842097312 239.9924039036536
0 168 277.46169782279634 316.74435475430613
1 168 290.16334183496195 326.68198168823557
2 168 316.4919963318299 315.3082447410797
3 168 307.03947067616946 313.96404163360904
0 169 268.01571284228135 251.71930124338192
1 169 287.20938075921896 292.2774213585719
2 169 330.41400339376963 314.2010235296043
3 169 307.61024257834333 239.56392804048173
0 170 300.8137753719374 226.79728320751366
1 170 344.8908713563869 280.746041643693
2 170 328.3207104093632 254.98592933471355
3 170 256.51992684738485 242.47508367448322
0 171 341.5293371491206 293.72714745184356
1 171 279.5357630112268 231.35400728540756
2 171 232.2217126887562 303.1823395539891
3 171 330.0158779279186 274.35294144455145
0 172 289.47933856744356 324.3026671925347
1 172 301.39831892088336 326.1505015237889
2 172 310.9424327546107 303.9013496508654
3 172 297.2308713929399 327.54373089751897
0 173 272.19869146227575 302.26524779869027
1 173 293.78777769780936 326.1648548734506
2 173 324.9232754800674 312.5251042687641
3 173 302.5680628827296 300.94132230638417
0 174 305.2108824622378 300.0365361875984
1 174 275.50952565500035 276.29750895047516
2 174 277.4922831114986 318.68699773110103
3 174 326.86524671868875 284.98397683728575
0 175 277.3787100030357 239.67419492205033
1 175 281.7323965492001 266.86157818855196
2 175 317.15801006129595 314.07709038223595
