4 16666 66664
2 14 299.45866435359386 247.1272591267242
3 14 300.0988888182894 247.1246785846883
0 15 336.8493710687839 261.87386775832243
1 15 338.19814459441 258.83742166887146
2 15 339.06760443352726 257.14342579269135
3 15 340.7578717822307 257.7794127162479
0 16 265.7256333121209 255.0761419398212
1 16 265.23103658504834 257.82095437564163
2 16 264.89733854770975 259.5297779470264
3 16 263.9054451436314 258.8163861617881
0 17 280.03955933469626 265.4760866838494
1 17 279.83440620875484 266.8580030549973
2 17 279.7000220520777 267.74686529366187
3 17 279.3157512410538 267.37652747504336
0 18 286.14660852458246 266.20473273619194
1 18 285.9283464900286 267.58010968244525
2 18 285.7852137818597 268.4759193724294
3 18 285.42725047863627 268.1813389647768
0 19 246.98610808535457 245.00892216140576
1 19 246.87441123133934 247.17749125128893
2 19 246.79216226068374 248.5197137217464
3 19 245.99728694857103 247.5684724593876
0 20 275.5122604640518 220.9359975604811
1 20 276.2629381142901 221.29095174016402
2 20 276.76049351560516 221.67022821470297
3 20 277.3908415192755 221.27109517888834
0 21 305.4844804346359 298.0469315144152
1 21 304.84608269542747 299.841960606186
2 21 304.421141243679 300.9692556008943
3 21 303.62033589382617 300.8634626462363
0 22 295.2827257560249 320.1946830055717
1 22 295.25888035822993 319.9479877374113
2 22 295.2454278354287 319.7353841122524
3 22 295.2379168777863 319.72426604497406
0 23 331.457675872163 302.66947276033744
1 23 331.84140842857386 301.6753783440641
2 23 332.0828570119942 301.11738613867675
3 23 332.5039065701531 301.4976220417104
0 24 321.09393786983765 269.1675094451524
1 24 321.6154448307755 268.221839106456
2 24 321.951159095345 267.76258840032824
3 24 322.65015439294626 268.0673233330575
0 25 281.0823037932531 248.43846181234167
1 25 280.10124890751973 252.88129320056024
2 25 279.448140502495 255.65079255407088
3 25 277.93647733313855 254.9721066888386
0 26 297.04360076646293 299.85910835495525
1 26 296.9403902692782 300.1255535349792
2 26 296.872775271681 300.28505787026216
3 26 296.74834678856087 300.2340328048401
0 27 295.72349608961247 254.55731458028907
1 27 295.95122993330244 254.93764112542996
2 27 296.10210205144153 255.27683939723144
3 27 296.3561721210998 255.1806676699802
0 28 291.44498852234733 294.5167296947032
1 28 291.2219159559829 295.1704755543485
2 28 291.0760372763142 295.5708886318873
3 28 290.80093916677987 295.42899281861037
0 29 345.5456970946756 243.6881732824653
1 29 345.6347813505244 243.9222360007406
2 29 345.67463283510415 244.31455290658818
3 29 346.1276148345357 244.8628684691926
0 30 284.598172635083 237.29310312127296
1 30 285.13400416048813 237.466555857757
2 30 285.4898379786147 237.70555169242886
3 30 286.01195176112094 237.47213682165497
0 31 269.67631847489463 257.0001898090459
1 31 269.8805803892399 257.5178522526543
2 31 270.01993771652934 257.87791037669626
3 31 270.06265088201917 257.4469209344926
0 32 311.7426567264682 342.46951314029906
1 32 311.78193866903047 342.1112020600998
2 32 311.80001014695165 341.8030935916031
3 32 311.7564037180516 341.9347805677075
0 33 260.3466583627682 216.99332536762608
1 33 260.804214723292 218.94514427114353
2 33 261.10120370279617 220.25816170132452
3 33 261.0025489867504 219.44618619626885
0 34 325.13703442512127 233.04161563616057
1 34 326.05560434975735 231.66293833469712
2 34 326.64350688557175 231.0655158969376
3 34 327.9346808367185 231.4826014165389
0 35 295.1195433187446 318.0978289906807
1 35 294.45927906028226 319.6174070970557
2 35 294.0196342743362 320.5140571144076
3 35 293.22332117780377 320.350593205363
0 36 256.8777047833835 251.68546788033711
1 36 256.71749559228397 253.6002807537764
2 36 256.607779181346 254.79533238578256
3 36 255.95806141423427 254.0361914665184
0 37 336.1841626846088 277.58155701156954
1 37 337.12894401436984 275.3726298528886
2 37 337.73633189515516 274.1414176508727
3 37 338.91763408899857 274.69573897219186
0 38 298.35842162844114 349.1637026540208
1 38 298.4053837222427 348.520043985743
2 38 298.43817682944325 347.9852091333272
3 38 298.51072431446454 348.0481828830344
0 39 305.0761578137581 237.53801981021527
1 39 305.5306172164545 237.64858095368837
2 39 305.8269520424233 237.8955273737482
3 39 306.4353473558592 237.93982267958444
0 40 327.376663381061 289.2753824060127
1 40 328.09146290419073 287.5371247451342
2 40 328.5533035899062 286.5456119998708
3 40 329.42927055125995 286.9636974879672
0 41 332.1528404308983 237.05179227215785
1 41 332.8177457634823 236.17265214545282
2 41 333.23628314657566 235.88165403397034
3 41 334.26875438229604 236.34702139349133
0 42 260.7581362974868 255.74798974377393
1 42 260.14948984195576 258.80799824152194
2 42 259.7364832289197 260.6964581655642
3 42 258.53351244183904 259.8852432648531
0 43 286.8705568363739 250.16302386717555
1 43 285.8655171443883 254.49130993657764
2 43 285.200677070579 257.2008789998325
3 43 283.7584849738373 256.6212127804282
0 44 338.8403670104469 194.9689448718455
1 44 339.64995920795934 194.52167367633913
2 44 340.1479899211149 194.67213098762917
3 44 341.6285773768544 195.26765541449325
0 45 252.9743127766078 222.48545383771722
1 45 253.2925779545596 224.70071680505683
2 45 253.49449449403656 226.13843109288155
3 45 253.1071661080327 225.1924465374281
0 46 324.84754500382184 279.2288401520766
1 46 325.20725155196277 278.5468577642691
2 46 325.43564959925135 278.22961308641595
3 46 325.9166271855259 278.5438600037699
0 47 332.9671605412369 245.82525451430075
1 47 333.5554966122935 244.97596930306787
2 47 333.9253057541895 244.67473549729175
3 47 334.8339886073809 245.1353823151214
0 48 336.05740513231245 261.68748799047984
1 48 337.15536230103567 259.2852096619424
2 48 337.8598224961154 257.9832371571535
3 48 339.26941480261263 258.56658078959595
0 49 314.7328917946022 283.140924471429
1 49 314.93178849115026 282.87021027002544
2 49 315.05852289147225 282.7747746677031
3 49 315.32310702945944 282.9464595316201
0 50 332.9068510607781 232.21848236702863
1 50 331.93440690625033 235.71970423464876
2 50 331.30769782466723 238.0726204769565
3 50 330.626397023152 238.25632650562392
0 51 290.0992721043129 209.0246321729964
1 51 291.15983980281675 208.5712492937363
2 51 291.8579911006451 208.54054511506286
3 51 293.05810291032594 208.42025929996453
0 52 315.43538721426785 251.72827956471758
1 52 315.6802612952045 251.90889341968693
2 52 315.83635062233225 252.17771090204582
3 52 316.2421074153246 252.3418653880111
0 53 250.32163327204233 241.08898986827907
1 53 249.95119669115937 244.3597278770458
2 53 249.6894747777096 246.38032720216765
3 53 248.4732990450817 245.33796821817015
0 54 288.1317513693874 300.67744737492916
1 54 287.63997569587514 301.9131654621688
2 54 287.31553153748126 302.65482508433433
3 54 286.7213712606776 302.4378561071217
0 55 311.16247061127507 329.2067729501926
1 55 310.8169451334704 330.0023791306409
2 55 310.5799929126734 330.4510016233355
3 55 310.0671424364282 330.47372741999527
0 56 276.25250034189384 224.3615881999238
1 56 276.9787152216367 224.61487443590357
2 56 277.460609618374 224.92342592724498
3 56 278.0872199679783 224.55031393913134
0 57 303.3392043454851 355.0155120343832
1 57 302.9367956089261 355.8037585492008
2 57 302.66325446884224 356.1635648636568
3 57 302.1197981800565 356.13775623614004
0 58 284.861998929236 237.23101815332296
1 58 285.3771029354707 237.46925942359707
2 58 285.71908436890953 237.74832863943078
3 58 286.2158373779219 237.5121859321566
0 59 314.2787679332331 244.7290408928016
1 59 314.8155639420971 244.2779635601894
2 59 315.1623954565502 244.18131324108532
3 59 315.9213372092808 244.38559728541014
0 60 324.1929177525306 265.8160494656578
1 60 323.5262514632122 268.02761584969767
2 60 323.0888273969092 269.50963101921707
3 60 322.43036560857064 269.6017244462211
0 61 316.66255198456446 215.86907854975607
1 61 317.93304212278355 214.02659121758347
2 61 318.75432462395935 213.19203462063427
3 61 320.4495767829782 213.5485624794852
0 62 299.8283706447332 313.320316442769
1 62 299.58240599964597 313.81532494506706
2 62 299.41848160286196 314.09112716943525
3 62 299.11236441931993 314.05088372608446
0 63 307.5945201750698 348.33514756059054
1 63 307.7210031886841 347.6291156893758
2 63 307.79977986821996 347.0776137743046
3 63 307.89578378821227 347.21185027140865
0 64 325.9089195389241 289.97346605283997
1 64 325.3378674619745 291.62283455282125
2 64 324.95688253311306 292.7149823779193
3 64 324.270304975074 292.82726439928365
0 65 293.7534020798953 351.3562936220944
1 65 293.5888865701466 351.2164889630635
2 65 293.48386382084857 350.98127633863226
3 65 293.33935171629673 350.97214276562516
0 66 298.1514239988346 337.129411916999
1 66 298.293274989534 336.2930811023085
2 66 298.38934075928944 335.6729109148532
3 66 298.5783590780509 335.74434666059153
0 67 328.05094309761574 302.4928611674065
1 67 327.67938613380795 303.5328014958445
2 67 327.4253330793059 304.22696139635445
3 67 326.90757772043605 304.3910360330408
0 68 255.79051751152585 255.45148114544895
1 68 255.19213386101595 258.4908033666229
2 68 254.78404737597378 260.35754198621294
3 68 253.5350388073495 259.4791021193825
0 69 274.063020973651 223.36938753446276
1 69 274.80378036826124 223.66169583540812
2 69 275.2954195174166 223.99179898055303
3 69 275.9073692357949 223.58166378213667
0 70 297.6012146088765 340.2200754744612
1 70 297.2110907304794 340.86666075143467
2 70 296.9510667192866 341.16635166569193
3 70 296.48578400751927 341.1097124176123
0 71 269.7075238409738 264.60297438471986
1 71 269.44368721907273 266.1975911804315
2 71 269.26945797310714 267.19691891435906
3 71 268.7279994453 266.67723128285274
0 72 332.2540903879875 283.68683332609254
1 72 333.1265282343363 281.5994934393594
2 72 333.68946281670003 280.4176183248532
3 72 334.76778611490033 280.91712624927277
0 73 250.21763016771578 218.62182085439633
1 73 250.4658441568246 221.42806973659526
2 73 250.61623238222563 223.22202661854277
3 73 249.9981252094148 222.14986439656704
0 74 286.8929781056981 224.29615686489365
1 74 287.90947636094427 223.40337844698996
2 74 288.5826393700139 223.04313386733662
3 74 289.7295286713753 222.93035765542515
0 75 320.31152188521514 298.01431041001916
1 75 320.4060392154447 297.83580428299723
2 75 320.4614435036502 297.7713457151799
3 75 320.5561097499624 297.97926918352215
0 76 308.02759928906335 315.9877184607169
1 76 308.04161180190584 315.8125268513801
2 76 308.04722929818126 315.6810383991128
3 76 308.0323789528637 315.76962494259664
0 77 277.6900484240908 264.42378878295943
1 77 277.4001884644504 266.0979132920405
2 77 277.20887141477476 267.1623967614389
3 77 276.68944776542526 266.733567318166
0 78 282.0819658479785 213.36498173910917
1 78 282.9866950377625 213.42583347730817
2 78 283.58450252675334 213.66958147634014
3 78 284.4829600387471 213.3870694796681
0 79 296.5443646641063 323.56098068376116
1 79 296.62937151733047 322.9922477945786
2 79 296.68801979131234 322.5728057775101
3 79 296.8110638354947 322.60150140108215
0 80 300.3820389252466 362.11931917642835
1 80 300.14871047875545 362.3193878845043
2 80 299.99142582498905 362.2793342547237
3 80 299.69508165976623 362.2907512231112
0 81 325.6136022032296 294.52481039686523
1 81 325.8181676754648 294.07999782156725
2 81 325.94426257637224 293.8705083277119
3 81 326.1820535285476 294.15602093365464
0 82 295.8788620362197 263.2401542238297
1 82 295.58501566597874 264.86388723301224
2 82 295.3916837778236 265.9376273956636
3 82 294.9971048397903 265.7366230725123
0 83 288.33654257580514 259.8240182321204
1 83 287.66006357173285 262.7438072892572
2 83 287.21269159809157 264.5945175850681
3 83 286.25591420981095 264.1776865769588
0 84 354.985325576424 234.7553021184906
1 84 354.9557029414569 235.20304107513323
2 84 354.91242524918124 235.77498885548655
3 84 355.3743105940266 236.45588168173435
0 85 290.0496808218549 268.8755641054506
1 85 289.84172274838636 270.1211883770536
2 85 289.7053893984248 270.939798624304
3 85 289.3922327820455 270.7065601176456
0 86 250.66246591597803 220.79720927883028
1 86 250.83341440363563 223.7091073308346
2 86 250.93226739777626 225.56128824077516
3 86 250.2338217146489 224.49103773817137
0 87 329.636257275694 267.1766103252395
1 87 330.8472290622839 264.43134628709504
2 87 331.6322923956444 262.88494287071904
3 87 333.1489114474669 263.4203912742784
0 88 314.88769787526394 311.22273672968697
1 88 314.3201099195897 312.7463255955299
2 88 313.9378069049536 313.6972753560377
3 88 313.1694823009849 313.69157318720005
0 89 332.82802149176996 304.5872833998525
1 89 332.96139196516947 304.2513270437235
2 89 333.03700713366504 304.0985676688857
3 89 333.1322140785991 304.4289363749545
0 90 281.4071318890007 248.7570197947407
1 90 281.744507077782 249.1351243419398
2 90 281.9702376548355 249.45769540819313
3 90 282.2414666033555 249.17577050902275
0 91 293.6457060309249 255.6553690397429
1 91 292.6163618572302 259.6950011719345
2 91 291.9389216230562 262.23654108281374
3 91 290.579267910461 261.78565977855556
0 92 300.50054698835487 318.61645080396386
1 92 299.86284230519925 320.1478429576391
2 92 299.43638443518506 321.0611269978069
3 92 298.63729090658296 320.9384786972185
0 93 302.7837990480966 321.71759537225876
1 93 302.93371314279256 321.05962036382044
2 93 303.03219741453324 320.6023549987404
3 93 303.2065816796562 320.6900015624202
0 94 258.48160064432756 221.28114829147097
1 94 258.90787962483796 223.0953500188328
2 94 259.18485367648236 224.30937373613784
3 94 259.05513309229116 223.4937211513922
0 95 327.8102631006284 289.45673118482625
1 95 328.5185088526534 287.7333413776896
2 95 328.97581668590084 286.75144732650597
3 95 329.84310858355065 287.1724213820028
0 96 346.5688199737714 199.086625622431
1 96 346.6952325976402 200.10506322370412
2 96 346.7526556616077 201.1321913583792
3 96 347.6042530804063 201.75174275482357
0 97 294.0438433173519 308.0594765701853
1 97 293.38790103985684 309.6786944975887
2 97 292.9519592272055 310.6558906455854
3 97 292.1538641205201 310.4668464925881
0 98 262.5847783961071 251.42218150651286
1 98 262.59906488504237 252.79892843627152
2 98 262.60864731434503 253.68029188980051
3 98 262.26968562510194 253.05463552484247
0 99 266.45125818422775 250.35588761912507
1 99 265.74086791610534 254.02540168505573
2 99 265.25970442888786 256.3011522252726
3 99 263.91664033594196 255.48914054412595
0 100 327.3958301808396 231.35947749001815
1 100 328.2708863238223 230.1042963541139
2 100 328.8283881734513 229.59370688653044
3 100 330.09059708335315 230.03224555948316
0 101 327.6944362753454 256.1880701968086
1 101 328.46438072151983 254.75143900279747
2 101 328.95776267091094 254.04440417022298
3 101 330.00343871084056 254.47203215564718
0 102 315.62441260123205 335.48812518403884
1 102 315.5188398850454 335.63102461713686
2 102 315.43873573360753 335.6637439008859
3 102 315.18909871644456 335.77776424967055
0 103 304.08448214130397 298.82746521499934
1 103 304.14223642221026 298.7064249804362
2 103 304.17913001894044 298.6425662489824
3 103 304.24597631080246 298.69146564874836
0 104 286.4792683085331 244.15142352041065
1 104 285.5402836311155 248.58041118669962
2 104 284.9196636918228 251.35885429745275
3 104 283.53170539654 250.75599858399
0 105 312.72703136501866 355.9471706854611
1 105 312.5043612623805 356.41416956795064
2 105 312.3440463335735 356.58785681820314
3 105 311.91937865425774 356.64638114297514
0 106 357.08674012496704 219.96344081029235
1 106 356.17397850035076 222.70814675640509
2 106 355.57425542656335 224.704587659264
3 106 355.3366544041179 225.33007226602547
0 107 308.5417822290148 311.1998499285473
1 107 308.4988918253942 311.2311133056851
2 107 308.46676644076723 311.2408100146396
3 107 308.3846486549342 311.31600162933563
0 108 298.1794441833223 272.66451155664885
1 108 298.1672311912875 273.22369939740423
2 108 298.1595424992624 273.63022263589465
3 108 298.13738742741566 273.55416480392944
0 109 279.5508805880253 245.9173664324658
1 109 279.85951522463495 246.5148972168551
2 109 280.0658664043109 246.97457123290297
3 109 280.26789638105936 246.6431128228658
0 110 312.5002024633691 212.39092509521382
1 110 313.79413833086517 210.64008915863621
2 110 314.6334609455856 209.86523595782324
3 110 316.3364153489469 210.1624363619526
0 111 314.18837090368703 277.878985663124
1 111 313.54151518613986 279.9702252148446
2 111 313.11475455032064 281.3343814573862
3 111 312.36958141425265 281.3036337112446
0 112 322.239251229955 302.3942403863148
1 112 322.5118680627165 301.6955766625269
2 112 322.6838509369063 301.3022563365622
3 112 322.98374666157923 301.57075437477556
0 113 299.2228681754533 270.4267854208156
1 113 299.1465720929937 271.2151525974966
2 113 299.09635085084705 271.76959293513505
3 113 298.9979542563642 271.68462068790853
0 114 352.78411536772904 239.63242833741853
1 114 352.5776904871159 240.48246254029817
2 114 352.4245059582593 241.27552282285316
3 114 352.65041402075246 241.88909074066692
0 115 260.3890891352961 255.18754079844985
1 115 259.8448725920067 258.0839703184794
2 115 259.4755057684603 259.87370295404787
3 115 258.35340538340995 259.07217413015485
0 116 304.80977493954265 342.7384775216068
1 116 304.45302733591916 343.4297850199275
2 116 304.2103266539745 343.76562860954624
3 116 303.7178107503397 343.7537774096736
0 117 267.86132737929637 264.80754934941746
1 117 267.6585961011214 266.21124224879424
2 117 267.5256262562218 267.0898170994518
3 117 267.0565233083559 266.56658224644775
0 118 335.4313834343006 288.2057827439572
1 118 336.1552425882422 286.4457774934174
2 118 336.61889677375524 285.4606641755987
3 118 337.504620222489 285.9610185099756
0 119 279.56532594248 218.5224758312186
1 119 280.368677257599 218.73483536700405
2 119 280.9004118254014 219.04595596417755
3 119 281.64767464715726 218.71729324167845
0 120 274.46533943160574 252.01138347671707
1 120 274.7450990395346 252.48634746478658
2 120 274.93365273006583 252.8437445180496
3 120 275.08468363597336 252.46798551107116
0 121 301.6506316424374 249.10997831449828
1 121 300.65807927922395 253.12649814978192
2 121 300.010507303191 255.68069733931884
3 121 298.8024718770504 255.34306271321307
0 122 308.91410391505724 205.82797580685616
1 122 310.0912766565463 204.71099074543372
2 122 310.85521640675444 204.3386678105106
3 122 312.4046664640073 204.54075996506538
0 123 347.13476934762167 228.62162393222482
1 123 347.8382956448503 227.55163116964513
2 123 348.26807044668516 227.20971026180825
3 123 349.4709463776527 227.89192391293273
0 124 290.156987033876 205.48026397712988
1 124 291.26405436607445 205.0270051795784
2 124 291.9922975802017 205.00989863465117
3 124 293.24618412218854 204.88828420773086
0 125 298.59209135546206 286.0248823568382
1 125 297.96825335020173 287.973557860694
2 125 297.5550514869323 289.2047847813716
3 125 296.7751117475677 289.016165225361
0 126 299.89855895675623 318.49298265752543
1 126 299.9875203508235 318.00796013793604
2 126 300.0468805098609 317.66074863728477
3 126 300.1582611098429 317.70803498813746
0 127 290.36102972932713 281.26943441392973
1 127 289.8015117522569 283.1495648725087
2 127 289.4313479905284 284.3315992386544
3 127 288.7026247755022 284.0576857739041
0 128 247.7142438226066 250.39945307887132
1 128 247.28164877479242 253.22557139134383
2 128 246.98183253598856 254.9560562572648
3 128 245.80055912008945 253.96564606839132
0 129 300.1767400124621 308.9081025314999
1 129 300.0306457473574 309.18519210051716
2 129 299.93328421409075 309.3363774708793
3 129 299.75057468835934 309.31656156546563
0 130 321.7010894114071 239.9639685609065
1 130 320.79297723636006 243.46429567311134
2 130 320.2066185178586 245.7726143124529
3 130 319.40147357179853 245.77617207408744
0 131 359.0632530959536 216.41666283663756
1 131 358.3214572742173 218.75266147393944
2 131 357.8263977176245 220.52409700925276
3 131 357.80932712553613 221.2133284038282
0 132 316.9833254317266 315.46038558899374
1 132 316.4660658861035 316.83988042488323
2 132 316.1155470251753 317.69624319818524
3 132 315.3863863095835 317.7170958005241
0 133 323.0098295155898 274.2532801791513
1 133 323.35284970581904 273.6917593530459
2 133 323.57089826254787 273.45840591360763
3 133 324.0469926337186 273.74850883635537
0 134 296.9270428420287 313.3463563343125
1 134 296.25338594101584 314.9808103884421
2 134 295.8044691874959 315.96260153234374
3 134 294.9780607059233 315.8002314628327
0 135 257.22655354127 233.2899741912022
1 135 256.84249437417463 237.11216985001818
2 135 256.5716620996356 239.4914657637812
3 135 255.32717227595313 238.46590005843484
0 136 322.50496203881096 279.03754206826795
1 136 321.89245247419666 280.9359902574377
2 136 321.48740369341283 282.19635493634775
3 136 320.80814942566735 282.271527422499
0 137 280.7532221666978 255.95130195714734
1 137 279.7539187786443 260.0735774408903
2 137 279.0879563389703 262.64005721019646
3 137 277.5964148918176 262.00203152824184
0 138 307.84466049397946 243.35987022932503
1 138 307.0041731743886 246.98156385568825
2 138 306.4585184577695 249.32508009968555
3 138 305.53127354415653 249.11297975486553
0 139 265.5440152831402 232.46928744068794
1 139 266.10200080030853 233.04305177222295
2 139 266.47342235927493 233.4950986371989
3 139 266.7770722818096 232.9494437744114
0 140 283.2630158224521 257.25295814921964
1 140 282.51248724048907 260.5491017953302
2 140 282.01401762168354 262.62145299696914
3 140 280.89314540955246 262.09827156642245
0 141 343.6242916579489 264.87311487999295
1 141 343.6712696247471 264.9749088524082
2 141 343.6870312442142 265.2178565977363
3 141 343.9285076264586 265.7008864830576
0 142 319.45423021790117 224.5364015692092
1 142 320.69205359508845 222.531299227205
2 142 321.4915859426373 221.56965421395222
3 142 323.14005487611223 221.96779148728302
0 143 296.876472489362 292.673209989151
1 143 296.7972326198994 292.9963726798755
2 143 296.74555602748893 293.20741670608294
3 143 296.64709138227175 293.1463862570392
0 144 338.64279944167805 272.04443433750987
1 144 339.59831505866083 269.86386083846753
2 144 340.209999322812 268.67209037386715
3 144 341.4233973333047 269.2555587310955
0 145 264.351050702867 250.74104756829354
1 145 264.4576549361953 251.85812053891377
2 145 264.5296221971435 252.5872701289199
3 145 264.33422432083796 252.01061523321934
0 146 322.48249059053705 279.513210138183
1 146 322.4131256879865 279.9702517954085
2 146 322.3614833054645 280.34734799623914
3 146 322.3269555208876 280.54239633958787
0 147 302.8850121399655 216.40435660306557
1 147 302.4150906109951 220.18014030819108
2 147 302.11132172293554 222.67352215001466
3 147 301.5875718788716 222.3808603456626
0 148 289.68554888455975 237.3617463531015
1 148 290.259371512943 237.3441456255911
2 148 290.6392952588171 237.4786835581756
3 148 291.2611692816191 237.331224485177
0 149 331.4276715030498 275.54492680746847
1 149 331.0779908259303 276.69364078996745
2 149 330.84209040765455 277.52189989266566
3 149 330.52155384504783 277.7633373550823
0 150 246.59129469697143 244.51089334921667
1 150 246.1605406846841 247.73589592063456
2 150 245.85749552796062 249.71522465452028
3 150 244.55480271769008 248.6371662213773
0 151 328.28791105745216 280.3048499457669
1 151 328.0025783907786 281.2707916021097
2 151 327.8085846762958 281.96966181293385
3 151 327.5258712404707 282.1828741270187
0 152 340.3274065752329 253.7772173200034
1 152 340.27168330683475 254.32012069510486
2 152 340.22252007389227 254.85679828188938
3 152 340.41886780255896 255.29569122226624
0 153 262.5922997420997 212.59730616989117
1 153 263.14170865557566 214.45569056025545
2 153 263.49991012254526 215.73152004362214
3 153 263.5377479759797 214.95656376686904
0 154 307.24596467728236 226.77258149410443
1 154 308.4323626724034 224.9957327179318
2 154 309.2077556042249 224.1359622218592
3 154 310.7256682325824 224.36402868054074
0 155 292.8796447880655 268.00607524346583
1 155 292.42469187208184 269.9670673928581
2 155 292.12457941241047 271.22950177435877
3 155 291.51204883978016 270.96483909762696
0 156 267.4601349781636 251.8256263957989
1 156 267.664966682501 252.57352237761097
2 156 267.8035724348803 253.08227511298998
3 156 267.7875409758485 252.58772248525017
0 157 284.06792157136357 203.89719723920194
1 157 285.07929947462935 204.00896095526846
2 157 285.7455457923737 204.32245632764767
3 157 286.7800398329168 204.05565858751078
0 158 304.29506726786724 253.3848239172096
1 158 303.64899644425185 256.2015245462842
2 158 303.2265397692503 258.0350408800161
3 158 302.47192742027 257.8370333079627
0 159 355.90692875892046 230.3906504065364
1 159 355.6390444094784 231.4472822674225
2 159 355.44396747557147 232.4020026559324
3 159 355.71649860392256 233.07299750178638
0 160 308.5511832808645 346.80672901137274
1 160 308.4902059097995 346.6849578374912
2 160 308.4428976783057 346.50592898599996
3 160 308.2900255208737 346.59316053537646
0 161 318.96063232989354 249.48419190964972
1 161 319.7060327555173 248.30395465239974
2 161 320.1875399276696 247.7566847325954
3 161 321.1985131168922 248.07052955155103
0 162 316.75635964478295 281.6693878444327
1 162 316.85246543744864 281.6889438431456
2 162 316.9109244462119 281.78011568957635
3 162 317.0573463163763 281.94927553144464
0 163 246.32153446969292 239.7015428025494
1 163 246.21305420627402 242.2224876731802
2 163 246.12932966744893 243.78712966664688
3 163 245.23625195092916 242.76384159691008
0 164 299.67613261461383 280.64529069300505
1 164 299.0739156241392 282.65009184397655
2 164 298.67568576471905 283.92787724684695
3 164 297.92494167987354 283.7441347898291
0 165 271.1158359625054 257.0638483726606
1 165 270.34796568577735 260.5107719717675
2 165 269.8318897081727 262.6509162891375
3 165 268.54156461888397 261.9472261811598
0 166 315.15425328503136 245.8368477304087
1 166 315.72396306007784 245.25741397196026
2 166 316.09200248883366 245.080893253777
3 166 316.8914875400137 245.30531030787253
0 167 354.042892827326 239.60811304195656
1 167 353.58794708051136 241.01849442793116
2 167 353.27699851990576 242.15092932238434
3 167 353.25997878824705 242.74668699786588
0 168 306.4862575297009 321.24571079360624
1 168 305.9846905154882 322.4573901551228
2 168 305.64679502337225 323.17612080261307
3 168 304.98088469088674 323.1277715455429
0 169 306.2210438232306 253.4751999647267
1 169 305.397171671147 256.7546432897661
2 169 304.85962264806574 258.86937815198286
3 169 303.9103823686978 258.6579866421497
0 170 257.930137196865 248.77950192023715
1 170 257.9455026888267 250.30458864899938
2 170 257.9543375215977 251.27219365825488
3 170 257.53719048031707 250.55959315791432
0 171 331.9606143786732 252.93203888068913
1 171 333.43089335061353 249.71272964244395
2 171 334.3814551959021 247.92469561418795
3 171 336.2312066226582 248.5287906430153
0 172 296.7935568801764 332.0935866236728
1 172 296.4919681096338 332.52425432980834
2 172 296.29202565956274 332.7078287430572
3 172 295.9393846179192 332.658634722252
0 173 301.7245508486347 310.1225202528977
1 173 301.057976108909 311.8278195029055
2 173 300.6129448584958 312.8693367052568
3 173 299.77446875740236 312.7387397040817
0 174 327.0196215846587 280.48649468120146
1 174 327.24988630320564 280.11626153169294
2 174 327.39253121526934 279.9920406289166
3 174 327.71750646799757 280.30201029982
0 175 312.47272738387824 228.71398094989826
1 175 311.75875958813447 232.3481731471539
2 175 311.2978872841306 234.74489029020592
