3 16666 49998
1 114 407.389 310.173
2 114 409.122 305.814
0 115 250.187 220.459
1 115 249.061 215.435
2 115 253.312 208.555
0 116 222.816 307.352
1 116 222.131 304.047
2 116 223.762 298.822
0 117 527.254 182.437
1 117 521.577 165.807
2 117 525.506 151.371
0 118 179.367 248.211
1 118 180.521 251.022
2 118 179.729 252.648
0 119 197.327 336.479
1 119 197.377  337.15
2 119 195.97 336.78
0 120 248.667 367.075
1 120 249.935  373.59
2 120  245.45 381.366
0 121 207.189 364.998
1 121 208.295 371.434
2 121 203.248 378.769
0 122 571.813 166.485
1 122 567.666 158.469
2 122 565.151 155.604
0 123 473.355 81.5454
1 123 465.598 66.2369
2 123 471.266 54.2634
0 124  398.52 351.023
1 124  399.14 350.198
2 124 399.288 349.936
0 125 170.251 343.047
1 125 171.433 349.138
2 125 166.313 355.537
0 126 453.958 308.727
1 126  454.03 305.877
2 126 454.178 304.262
0 127 166.858  289.42
1 127 168.819 296.818
2 127 164.128 304.383
0 128 458.237 299.428
1 128 457.013 291.499
2 128 459.648  283.79
0 129 237.382 365.859
1 129 238.809   373.3
2 129 233.647  382.19
0 130 309.824 345.919
1 130 310.591 348.697
2 130 308.828 352.196
0 131 454.031 284.828
1 131 451.802 273.739
2 131 456.027 262.333
0 132 176.308  325.18
1 132 176.749 327.123
2 132 174.534 328.093
0 133 361.592 326.868
1 133 361.662 325.712
2 133 362.027  324.87
0 134 298.455 287.018
1 134 298.289 286.465
2 134 298.712 285.791
0 135 182.575 309.959
1 135  182.93 311.013
2 135 181.642 310.827
0 136 396.304 270.056
1 136 392.972 255.935
2 136 399.851 240.114
0 137 342.365 272.523
1 137 343.295 277.246
2 137 340.628 283.883
0 138 187.953 334.458
1 138 188.194 335.912
2 138 186.242 336.436
0 139 173.461 352.742
1 139 174.322 357.807
2 139 169.673 362.983
0 140 455.042 320.366
1 140 455.047  316.38
2 140 455.927 313.178
0 141 465.461 221.486
1 141 460.318 202.895
2 141 467.727 183.862
0 142 399.914 278.783
1 142 400.241 280.162
2 142 398.737 283.438
0 143 180.142 326.054
1 143 180.485 327.612
2 143  178.53 328.136
0 144  296.57 312.497
1 144 296.948 314.062
2 144 295.984  315.96
0 145 392.429 244.228
1 145 388.058 227.045
2 145 396.665 207.825
0 146 276.347 366.725
1 146 277.681  372.87
2 146 273.733 380.385
0 147 248.014  364.32
1 147 249.128 370.099
2 147 245.077 376.907
0 148 541.395 196.311
1 148  536.39 180.896
2 148  539.25 167.862
0 149 233.509 265.675
1 149 232.592 261.003
2 149 235.789 254.204
0 150 171.906 332.755
1 150 172.427 335.343
2 150 169.608 337.145
0 151 240.237 357.005
1 151   239.6 354.813
2 151 240.082 351.238
0 152 239.764 294.378
1 152 241.546 302.259
2 152 237.062 311.441
0 153 408.866 216.209
1 153 403.656 197.323
2 153 412.843 176.857
0 154 345.452 309.303
1 154 346.577 313.686
2 154 343.962 319.766
0 155 246.147 366.906
1 155 247.424 373.508
2 155 242.856 381.378
0 156 305.542 360.701
1 156 306.902 366.146
2 156 303.606 372.998
0 157 292.948 370.582
1 157 294.232 376.051
2 157 290.815 382.818
0 158 298.465 373.634
1 158 299.712 378.763
2 158 296.531 385.129
0 159 190.609 232.859
1 159 191.332 233.853
2 159 192.054 233.318
0 160 409.359 319.644
1 160 409.029 315.759
2 160 410.453  312.13
0 161 212.132 289.909
1 161 211.812 287.809
2 161 213.011 283.936
0 162 233.946 357.609
1 162 235.405 365.065
2 162 230.269  373.91
0 163 587.888 155.325
1 163 583.032 145.916
2 163 580.339 142.083
0 164 480.593 287.776
1 164 480.218 283.781
2 164 480.188  281.46
0 165 273.999  227.53
1 165 271.857 218.676
2 165 277.912 207.527
0 166 187.829 343.882
1 166 189.121 350.527
2 166  183.96 357.821
0 167 203.928 330.698
1 167  205.39 337.666
2 167  200.51 345.448
0 168 392.902 355.673
1 168 393.579 355.137
2 168 393.644 355.139
0 169 227.432 365.229
1 169 228.715 372.177
2 169 223.696 380.343
0 170 507.394 287.718
1 170 505.967 278.382
2 170 508.074  269.89
0 171 564.826 246.516
1 171 561.978 233.854
2 171 563.278 223.272
0 172   406.3 301.768
1 172  404.66 293.172
2 172 408.526 283.861
0 173 351.813  277.31
1 173 352.892 282.492
2 173 349.87 289.82
0 174 165.224 263.814
1 174 166.824 268.599
2 174 164.353 272.595
0 175 455.903  231.34
1 175 455.206 231.083
2 175 453.301 233.838
0 176 367.508 258.162
1 176 367.914 261.146
2 176 365.991 266.087
0 177 278.387  301.65
1 177 280.209 309.863
2 177 275.577  319.98
0 178 332.709 286.456
1 178 334.126 292.928
2 178 330.491 301.568
0 179 182.084 329.717
1 179 183.531 336.507
2 179 178.466 343.822
0 180 250.426 289.003
1 180 248.957 282.234
2 180 252.943 273.039
0 181  329.37 275.764
1 181 330.39 280.79
2 181 327.637 287.602
0 182 195.628 292.749
1 182 195.817 292.738
2 182 195.647 291.285
0 183 484.056 86.5936
1 183 476.414 71.7207
2 183  481.31 60.4515
0 184 257.628 262.249
1 184  255.88 254.359
2 184  260.91 243.956
0 185 314.831 356.333
1 185 316.269  361.89
2 185 312.966 368.974
0 186 264.837 360.319
1 186 266.416 367.788
2 186 261.629 376.916
0 187  314.54 371.899
1 187 315.753 376.337
2 187 313.082 381.935
0 188 187.256 323.258
1 188 187.463 324.149
2 188 186.047 323.883
0 189 473.485 288.931
1 189  473.19 285.386
2 189 473.092 283.496
0 190 572.656 179.164
1 190 569.209 172.395
2 190 566.176 170.707
0 191 180.11 295.43
1 191 181.103 298.878
2 191  178.72 301.627
0 192 179.741 242.737
1 192 180.782 244.924
2 192 180.512  245.74
0 193 186.722 345.416
1 193 187.175 348.265
2 193 184.188 350.642
0 194 321.606 355.151
1 194  322.98 360.234
2 194  319.97 366.773
0 195 452.535 232.043
1 195  447.73 213.989
2 195 455.289 195.115
0 196 182.743 278.897
1 196 183.468 280.667
2 196 182.489 281.217
0 197 157.696 281.634
1 197 159.591 288.181
2 197  155.51 294.458
0 198 431.209 314.259
1 198 430.551 308.594
2 198 432.601  303.09
0 199 452.636 312.173
1 199 452.126 306.602
2 199 453.773 301.527
0 200 240.448 364.872
1 200  241.53 370.666
2 200 237.366 377.436
0 201 212.076 321.827
1 201  211.68 320.072
2 201 212.094 316.709
0 202 188.695 284.241
1 202 190.438 290.971
2 202 186.481 297.942
0 203 375.964 251.584
1 203 376.118 253.787
2 203 374.523 257.949
0 204 481.831 207.666
1 204  476.26 188.574
2 204 483.329 169.598
0 205 178.123 299.616
1 205 178.766 301.555
2 205 177.147 302.379
0 206  185.91 306.795
1 206 186.213 307.549
2 206 185.205 307.005
0 207 320.579 104.423
1 207 316.235 92.6975
2 207 325.519 80.1379
0 208 170.831 335.212
1 208 172.139 341.528
2 208  167.06 348.157
0 209 383.449 334.366
1 209  383.47 332.119
2 209  384.34 330.077
0 210 472.341  285.37
1 210 470.354 274.846
2 210 473.888 264.409
0 211 389.691 333.554
1 211 389.778 331.438
2 211  390.53 329.639
0 212 298.073 234.754
1 212 295.225 223.268
2 212 302.365  209.31
0 213 399.315 218.709
1 213 394.244 200.125
2 213 403.508 179.779
0 214 204.508 207.938
1 214 204.539 206.138
2 214 207.554 202.319
0 215 418.802  333.07
1 215 419.079 330.826
2 215 419.649 329.198
0 216 311.589 352.205
1 216 313.114 358.274
2 216 309.511 365.998
0 217 360.843 342.139
1 217 361.951 345.126
2 217 360.106 349.418
0 218 196.086 223.125
1 218 196.557 223.062
2 218 198.162 221.273
0 219   401.2 247.303
1 219  401.11 248.682
2 219 399.554 252.287
0 220 364.522  343.94
1 220 365.543  346.37
2 220 364.003 349.976
0 221 377.828 269.749
1 221 374.675 256.499
2 221 381.396  241.44
0 222 293.347 358.976
1 222 294.898 365.623
2 222 290.845 373.925
0 223 210.833 282.794
1 223 210.595 280.911
2 223 211.808 277.277
0 224  235.09 178.104
1 224 234.077 173.296
2 224 239.399 166.426
0 225 178.097 325.012
1 225 179.573 331.726
2 225 174.591 338.861
0 226  303.01 361.191
1 226 304.375 366.728
2 226 301.011 373.677
0 227 473.262 311.085
1 227  472.97 305.815
2 227 474.082 301.402
0 228 189.037 335.925
1 228 190.402 342.599
2 228 185.389 349.884
0 229 183.477 293.147
1 229  184.39 296.225
2 229  182.31 298.533
0 230 188.186 293.171
1 230   190.1 300.936
2 230 185.328 309.286
0 231 276.886 364.934
1 231 278.008 370.095
2 231  274.63 376.339
0 232 352.986  297.67
1 232 353.964 301.663
2 232 351.536 307.408
0 233 482.161  229.83
1 233 477.419 212.173
2 233 483.869 194.417
0 234 188.805 360.281
1 234 189.473 364.715
2 234  185.34 369.263
0 235 408.301 328.178
1 235 408.816 327.588
2 235 408.553 327.983
0 236 488.422 293.698
1 236 487.149 285.096
2 236 489.427 277.101
0 237 243.107 340.803
1 237 244.714 348.476
2 237 239.745 357.616
0 238  293.87 279.627
1 238 293.757 279.401
2 238 294.086 279.094
0 239 322.792 215.294
1 239 318.978 200.792
2 239 327.687 183.828
0 240 481.363 291.217
1 240 481.038 287.124
2 240 481.089 284.633
0 241 262.053 270.949
1 241 260.197 262.613
2 241 265.323 251.698
0 242 543.642 256.074
1 242 542.106 248.424
2 242 541.766 243.279
0 243 170.216 283.038
1 243 172.071 289.801
2 243 167.956 296.545
0 244   208.8 350.512
1 244 210.151 357.568
2 244 204.973 365.636
0 245 414.027   332.9
1 245 414.292 330.782
2 245 414.839  329.26
0 246 231.407 366.399
1 246 232.494 372.416
2 246 228.058 379.409
0 247 448.616 249.152
1 247 444.557 232.952
2 247 451.329 215.894
0 248 205.702 258.804
1 248 205.888 258.318
2 248 206.811 256.295
0 249 329.725 99.1227
1 249 325.02 86.753
2 249   334.5 73.7519
0 250 151.998 257.764
1 250 153.597 261.832
2 250 151.626 264.661
0 251 198.593  362.74
1 251 199.637 368.916
2 251 194.624 375.828
0 252 562.555 197.801
1 252 557.828  183.27
2 252 559.384 171.707
0 253 301.954 338.634
1 253 303.557 345.388
2 253  299.56 353.918
0 254 470.949 309.204
1 254 470.487 303.428
2 254 471.879 298.389
0 255 218.145 331.745
1 255 219.665 338.998
2 255 214.779 347.302
0 256 329.758 282.186
1 256 330.985 287.945
2 256 327.784  295.66
0 257 548.927 272.077
1 257 547.375 262.426
2 257 548.179 254.561
0 258 171.601 314.352
1 258  172.26 316.803
2 258 169.922 318.297
0 259 220.854 363.391
1 259 222.195 370.664
2 259 216.908  379.19
0 260 147.531 265.885
1 260 149.258 270.686
2 260 146.565 274.444
0 261 312.726 309.044
1 261 311.286 302.397
2 261   314.9 294.152
0 262 227.776 264.311
1 262 227.097 260.571
2 262  229.79 254.845
0 263 322.534 283.718
1 263 323.798 289.617
2 263 320.549 297.403
0 264 317.792 356.446
1 264 319.181 361.699
2 264 316.062 368.418
0 265 429.105 234.606
1 265 428.526 234.675
2 265   427.1 237.301
0 266 195.701 315.538
1 266 195.655  315.09
2 266 195.267 313.175
0 267 333.242 346.776
1 267 334.602 351.588
2 267 331.769 357.915
0 268 225.699 211.919
1 268 225.592 210.521
2 268 228.152 207.629
0 269  201.78 226.823
1 269  202.29 227.241
2 269 203.505 226.171
0 270 385.604 296.166
1 270 386.228 298.176
2 270 384.604 301.876
0 271 250.638 367.061
1 271 251.876 373.393
2 271  247.52 380.948
0 272 192.988 343.862
1 272 194.324 350.701
2 272 189.134 358.297
0 273 563.963 245.466
1 273 561.011 232.511
2 273  562.47 221.589
0 274 504.714 288.739
1 274 504.171 283.183
2 274 504.408 279.274
0 275  423.65 304.708
1 275 423.973 304.114
2 275  423.34 304.972
0 276 463.965 217.806
1 276 462.642 215.999
2 276  461.28 217.222
0 277 201.699 251.545
1 277 202.156 252.057
2 277 202.672 251.194
0 278  312.58 196.444
1 278 309.524 185.682
2 278 316.623 173.215
0 279 447.526 279.068
1 279 445.163 267.952
2 279 449.486 256.516
0 280 373.301 261.675
1 280 373.804 264.911
2 280 371.656 270.234
0 281 336.788  327.51
1 281 337.52 329.83
2 281 336.056 333.103
0 282 323.411 347.037
1 282 324.312 350.064
2 282 322.448 354.012
0 283 186.195 287.825
1 283 188.024 294.998
2 283 183.703 302.525
0 284 349.674 324.839
1 284 350.838 328.867
2 284 348.403 334.467
0 285 394.818 332.372
1 285 394.918 330.202
2 285 395.653 328.406
0 286 439.367  278.62
1 286  436.73 266.496
2 286 441.753 253.699
0 287 177.047 355.643
1 287 177.818 360.414
2 287 173.354 365.263
0 288 570.884 123.963
1 288 564.367 111.854
2 288 563.587 105.279
0 289 304.825 357.218
1 289 306.278 363.118
2 289 302.728 370.555
0 290 258.687 347.384
1 290 260.328 355.102
2 290 255.429 364.469
0 291 242.211 358.132
1 291 242.916 362.039
2 291 239.918 366.357
0 292 247.351 303.698
1 292 249.321 312.552
2 292 244.179 323.108
0 293 568.248 159.938
1 293 563.172 148.887
2 293 562.282 142.542
0 294 440.976 293.424
1 294 439.164 283.825
2 294 442.942 273.905
0 295 265.376 286.178
1 295 263.576 278.082
2 295 268.341 267.459
0 296 572.482 185.273
1 296 569.428 179.346
2 296 566.056 178.502
0 297 360.934 91.4434
1 297 355.401 78.1201
2 297  364.52 64.9917
0 298 569.856 221.017
1 298 566.135 207.699
2 298 567.125 197.107
0 299 548.842 269.073
1 299 546.946 258.296
2 299 548.266 249.135
0 300 484.979 210.093
1 300 479.526 191.278
2 300 486.355 172.646
0 301 300.784 357.424
1 301 302.333 363.865
2 301 298.453 371.963
0 302 576.186 203.046
1 302 572.286  191.19
2 302 571.995 182.946
0 303 274.236 363.621
1 303 275.284 368.505
2 303 272.042 374.369
0 304 281.236 377.308
1 304 281.591 378.982
2 304 280.186 380.739
0 305 341.328 313.064
1 305 340.157  307.21
2 305 343.191 300.313
0 306 298.043 342.487
1 306 299.647 349.306
2 306 295.582 357.879
0 307 509.607 167.529
1 307 503.343 149.961
2 307 508.389 134.375
0 308 164.853 343.633
1 308 165.597 347.711
2 308 161.554  351.45
0 309 364.279 96.3658
1 309 358.858 83.3976
2 309 367.568 70.7122
0 310  292.23 258.562
1 310 289.523  247.06
2 310 296.415 232.796
0 311 508.369 275.897
1 311  506.16 264.297
2 311 509.221 253.309
0 312 175.244 276.036
1 312 176.412 279.544
2 312 174.433 282.168
0 313 300.593 298.136
1 313 302.349 306.019
2 313 297.951 315.994
0 314 307.091 375.943
1 314 308.277 380.505
2 314 305.487 386.197
0 315 219.992 353.426
1 315 221.377 360.616
2 315 216.246 368.975
0 316 183.488 360.894
1 316 184.561 367.258
2 316 179.191 374.277
0 317 208.885 232.164
1 317 209.472 233.283
2 317 210.128 233.236
0 318  157.98 322.977
1 318 159.078 327.643
2 318 155.035 331.894
0 319 313.734 357.785
1 319  314.93 362.275
2 319 312.216 367.975
0 320 416.867 337.528
1 320 417.272  335.68
2 320 417.696 334.474
0 321 308.444  220.33
1 321 305.194 207.744
2 321 313.009 192.764
0 322 338.595 333.885
1 322   339.9 338.573
2 322 337.127 344.849
0 323 162.489 289.137
1 323 164.449 296.407
2 323 159.791 303.746
0 324 294.229 381.283
1 324 295.057 384.687
2 324 292.803 388.774
0 325 354.183 279.055
1 325 355.331 284.465
2 325 352.157 292.103
0 326 387.829 274.368
1 326 388.159  276.13
2 326 386.607 279.744
0 327 317.155 380.419
1 327 318.116 383.586
2 327 316.189 387.533
0 328 315.362 345.658
1 328 316.885 351.687
2 328 313.328 359.407
0 329 423.465 268.132
1 329 420.231 254.342
2 329 426.404 239.421
0 330 413.901 325.789
1 330 413.863 322.717
2 330 414.854 320.085
0 331 384.618 319.969
1 331 384.329 316.922
2 331 385.544 314.035
0 332 336.534 327.254
1 332 337.833 332.109
2 332  334.97 338.602
0 333 318.621 332.152
1 333 320.065 337.933
2 333 316.678   345.4
0 334 442.871 284.528
1 334 440.594 273.484
2 334 445.021 261.964
0 335 278.691  294.03
1 335 280.359 301.591
2 335 276.177 310.874
0 336 279.233 315.984
1 336 280.917 323.521
2 336 276.531 332.808
0 337 305.695 292.658
1 337 307.297  299.92
2 337 303.283 309.179
0 338 398.415 330.263
1 338 398.874 329.653
2 338 398.724 329.887
0 339 304.777 381.566
1 339 305.522 384.223
2 339 303.783 387.417
0 340 215.211 298.789
1 340 214.686  295.97
2 340 216.146 291.246
0 341 393.091 326.315
1 341 392.997 323.619
2 341 393.987 321.207
0 342 376.892 329.954
1 342 376.679 327.038
2 342 377.929 324.122
0 343 299.967 346.723
1 343 301.034 351.065
2 343 298.352 356.471
0 344 144.651  282.06
1 344 146.651 288.715
2 344  142.34 294.952
0 345 214.781 292.568
1 345 214.276 289.719
2 345 215.869  284.94
0 346 519.714 109.732
1 346 512.811  96.609
2 346 515.021 87.8395
0 347 205.342 318.176
1 347 205.089 316.944
2 347 205.202 314.157
0 348 280.999 345.763
1 348 282.668 353.203
2 348  278.13 362.415
0 349 186.287 326.207
1 349 186.458 327.027
2 349 185.012 326.675
0 350 274.435 367.485
1 350 275.723 373.483
2 350 271.836 380.793
0 351 464.824 287.102
1 351 462.911  276.95
2 351 466.437 266.822
0 352 233.514 367.046
1 352 234.707 373.523
2 352 230.032  381.13
0 353 186.798  266.79
1 353 187.573 268.584
2 353  186.91 269.159
0 354 306.295 361.102
1 354 307.641 366.462
2 354 304.397 373.209
0 355 526.172 268.495
1 355 523.807 256.471
2 355 526.457 245.431
0 356 211.642 200.841
1 356 211.437 198.301
2 356 215.041 193.702
0 357 574.718 222.421
1 357 571.424 210.634
2 357 571.473 201.927
0 358 301.162 373.383
1 358 302.416 378.451
2 358 299.292  384.76
0 359 313.818 243.249
1 359 310.427 229.463
2 359 318.537 212.911
0 360 228.304 259.905
1 360   227.7 256.488
2 360 230.299 251.172
0 361 502.447 201.924
1 361 500.328 198.224
2 361 498.673   198.2
0 362 352.396 274.657
1 362 353.373 279.488
2 362 350.548 286.398
0 363 414.517 299.197
1 363 412.801 290.242
2 363 416.725  280.64
0 364 280.053 354.767
1 364 281.676 362.054
2 364 277.171 371.066
0 365 287.802 348.408
1 365 289.443  355.59
2 365 285.087 364.533
0 366 213.246 365.989
1 366 213.265   367.4
2 366 211.217 368.257
0 367 388.663 332.198
1 367 388.826 330.508
2 367 389.346  329.25
0 368 214.659 369.463
1 368 214.713 371.132
2 368 212.496 372.347
0 369 407.169 222.525
1 369 402.134 203.942
2 369 411.189 183.691
0 370 259.983 363.729
1 370 260.954 368.599
2 370  257.57 374.327
0 371 163.311 273.044
1 371 165.052  278.73
2 371 161.774 283.917
0 372 177.406 349.293
1 372 178.062 353.248
2 372 174.202 356.993
0 373 327.161 343.823
1 373  328.06 346.792
2 373 326.236 350.713
0 374 355.314 277.505
1 374 356.393 282.664
2 374 353.352 290.011
0 375 395.561 265.986
1 375 392.331 252.539
2 375 398.856 237.595
0 376 369.293 241.645
1 376 364.946 224.519
2 376 373.998 204.966
0 377 334.069 286.384
1 377 335.488  292.86
2 377 331.843 301.523
0 378 230.178 372.928
1 378 230.315 374.809
2 378 228.178 376.436
0 379 276.497 295.772
1 379 278.197 303.461
2 379  273.92 312.881
0 380 433.703 327.565
1 380 434.017  325.25
2 380 434.399 323.776
0 381 180.911 355.455
1 381 181.665 360.125
2 381 177.335 364.874
0 382 188.642 352.106
1 382 189.113 355.302
2 382 185.838 358.187
0 383 271.687 362.508
1 383 272.669 367.145
2 383 269.548 372.668
0 384 194.193 325.046
1 384 194.185 325.061
2 384 193.328 323.761
0 385 480.371 202.735
1 385 474.677 183.587
2 385 481.802 164.627
0 386 297.858  267.05
1 386  295.14 255.423
2 386 301.954 241.039
0 387    351 143.83
1 387 346.124 129.291
